	year	to_country_id	to_country	performer	song	place_contest	sf_num	running_final	running_sf	place_final	points_final	place_sf	points_sf	points_tele_final	points_jury_final	points_tele_sf	points_jury_sf	composers	lyricists	lyrics	youtube_url	is_last	spotify_links
582	1990	it	Italy	Toto Cutugno	Insieme: 1992	1.0		19.0		1.0	149.0							Salvatore Cutugno		Insieme, unite, unite, Europe\n\nCon te, così lontano e diverso\nCon te, amico che credevo perso\nIo e te, sotto lo stesso sogno\nInsieme, unite, unite, Europe\n\nE per te, donna senza frontiere\nPer te, sotto le stesse bandiere\nIo e te, sotto lo stesso cielo\nInsieme, unite, unite, Europe\n\nSempre più liberi noi\nNon è più un sogno e non sei più da solo\nSempre più in alto noi\nDammi una mano che prendiamo il volo\nL'Europa non è lontana\nC'è una canzone italiana per voi\nInsieme, unite, unite, Europe\n\nPer noi, nel cielo mille violini\nPer noi, amori senza confini\nIo e te, sotto gli stessi ideali, mmm...\nInsieme, unite, unite, Europe\n\nSempre più liberi noi\nNon è più un sogno e noi non siamo più soli\nSempre più uniti noi\nDammi una mano e vedrai che voli\nL'Europa non è lontana\nC'è una canzone italiana per voi\nInsieme, unite, unite, Europe\n\nSempre più liberi noi\n(Sempre più liberi)\nLe nostre stelle, una bandiera sola\nSempre più forti noi\n(Sempre più forti)\nDammi una mano e vedrai si vola\nL'Europa non è lontana\nC'è una canzone italiana per voi\nInsieme, unite, unite, Europe\n\nL'Europa non è lontana\nC'è una canzone italiana per voi\nInsieme, unite, unite, Europe	https://youtube.com/watch?v=enjaeemoBYE	False	https://open.spotify.com/embed/track/44noNMO0iv87Tds7dwcpQU?utm_source=generator
602	1990	no	Norway	Ketil Stokkan	Brandenburger Tor	21.0		9.0		21.0	8.0							Ketil Stokkan		En heil verden va' te' stede\nFørr å dele det som skjedde i høst\nVi så menneska gråte av glede\nOg ei grense åpne mot øst\nIngen kunne la vær, alle sammen va' der\nOg fick se (fick se) Brandenburger Tor\n\nHer står vi på Brandenburger Tor\nHånd i hånd som om det va' i går\nDu og æ på Brandenburger Tor\nVi ser Brandenburger Tor\nJa, vi ser Brandenburger Tor\n\nEt heilt folk ville leve\nOg førtelle om sin rike kultur\nVi så sannheta åpent på TV\nFra en bydel gjemt bak en mur\nByen løfta sitt slør, allting ser ut som før\nFørr oss (førr oss), på Brandenburger Tor\n\nHer står vi på Brandenburger Tor\nHånd i hånd som om det va' i går\nDu og æ på Brandenburger Tor\nVi ser Brandenburger Tor\n\nEtter mange lange år\nEn ny vår (ny vår) førr Brandenburger Tor\n\nHer står vi på Brandenburger Tor\nHånd i hånd som om det va' i går\nDu og æ på Brandenburger Tor\nVi ser Brandenburger Tor\n\n(Her står vi på Brandenburger Tor)\nHånd i hånd som om det va' i går\nDu og æ på Brandenburger Tor\nVi ser Brandenburger Tor\n\n(Her står vi på Brandenburger Tor)\nHånd i hånd som om det va' i går\nDu og æ på Brandenburger Tor\nVi ser Brandenburger Tor\nJa, vi ser Brandenburger Tor	https://youtube.com/watch?v=Ip1BpdO9G5Y	True	https://open.spotify.com/embed/track/0HQOUiYrcwv9B1RVd7bZBJ?utm_source=generator
603	1990	fi	Finland	Beat	Fri?	21.0		22.0		21.0	8.0							Janne Engblom;Kim Engblom;Tina Krause	Stina Engblom	Oo yeah...\n\nFri, om jag frågar dig, säger du ej nej\nFrihet har vi väl\nMen, om du frågar mig, vad vår frihet är\nSvarar jag så här:\n\nFri, vem av oss är fri?\nFri att tänka själv, att ärligt och stolt vara den vi är, whoa...\nRädd, rädd att göra fel, fångad i ett spel\nDär de som är lika får leka med, whoa...\n\nSäg, varför dessa krav\nVad gör mig så svag för ditt yttre skal?\nVem ger behoven fart?\nVem gör mig till slav under all reklam?\n\nFri, vem av oss är fri?\nFri att tänka själv, att ärligt och stolt vara den vi är, whoa...\nRädd, rädd att göra fel, fångad i ett spel\nDär de som är lika får leka med, whoa...\n\nWhoa... vem av oss är fri?\nFri att tänka själv, att ärligt och stolt vara den vi är, whoa...\nRädd, rädd att göra fel, fångad i ett spel\nDär de som är lika får leka med, whoa...\n\nFri, vem av oss är fri?\nFri att tänka själv, att ärligt och stolt vara den vi är, whoa...\nRädd, rädd att göra fel, fångad i ett spel\nDär de som är lika får leka med, whoa...\n\nFri?	https://youtube.com/watch?v=7EEw7xAvjjE	True	-
604	1991	se	Sweden	Carola	Fångad Av En Stormvind	1.0		8.0		1.0	146.0							Stephan Berg		Jag har aldrig slutat tro\nAtt efter varje natt väntar gryningen\nFast jag inte kan förstå\nSå finns det tid för skratt när jag börjar om igen\n\nKänner doften från en stilla ocean\nPlötsligt står jag i en levande orkan\n\nJag är fångad av en stormvind, fast för dig\nIngenting kan hindra mig när det blåser i mitt hjärta\nFångad av en stormvind natt och dag\nHär finns bara du och jag, och det ljus som himlen lämnat kvar\n\nDet är dags att ge sig av\nFör stunder som har flytt kommer aldrig mer\nReser ut på öppet hav\nDär allting blir som nytt i den framtid som du ger\n\nUtan saknad lämnar jag min trygga hamn\nFri men ändå bunden till en öppen famn\n\nJag är fångad av en stormvind, fast för dig\nIngenting kan hindra mig när det blåser i mitt hjärta\nFångad av en stormvind natt och dag\nHär finns bara du och jag, och det ljus som himlen lämnat kvar\n\nVi går tillsammans, förenad av kärlekens band\nMin längtan vaknar när du ler och räcker mig din hand\n\nJag är fångad av en stormvind\nFångad av en stormvind, (fast för dig)\nIngenting kan hindra mig när det blåser i mitt hjärta\nFångad av en stormvind natt och dag\nHär finns bara du och jag, och det ljus som himlen lämnat kvar\n\n(Fångad av en stormvind)\nJag är fångad av en stormvind	https://youtube.com/watch?v=7wnS4nu-bOc	False	https://open.spotify.com/embed/track/06xX9E1BTTwyOwyaBuszSK?utm_source=generator
625	1991	at	Austria	Thomas Forstner	Venedig Im Regen	22.0		6.0		22.0	0.0							Hubert Moser;Robby Musenbichler;Wolfgang Eltner		Lichter im Regen, ich hab' dich gesehen\nEin Lächeln wie sanfte Magie\nVerzaubert, erfroren, ganz in dir verloren\nGefühle so tief wie die Nacht\n\nStilles Begreifen und Sehnsucht nach mehr\nZärtliche Augen, will dir gehör'n\n\nVenedig im Regen\nLass uns diese Nacht einfach träumen (Träumen...)\nVenedig im Regen\nBis ans Ende der Nacht einfach träumen\n\nDein Atem ganz leicht, an meiner Schulter vergraben\nDein Zauber ganz tief in mir\nErfühlen, erahnen, von dir fortgetragen\nBei dir sein und doch nicht hier\n\nStilles Begreifen und Sehnsucht nach mehr\nZu zärtliche Augen, will dir gehör'n\n\nVenedig im Regen\nLass uns diese Nacht einfach träumen (Träumen...)\nVenedig im Regen\nBis ans Ende der Nacht einfach träumen\n\nVenedig im Regen\n(Lass uns diese Nacht) einfach träumen (Träumen...)\nVenedig im Regen\nBis ans Ende der Nacht einfach träumen\n\nVenedig im Regen\n(Lass uns diese Nacht) einfach träumen\nTräumen	https://youtube.com/watch?v=3yUNN052q8M	True	-
626	1992	ie	Ireland	Linda Martin	Why Me	1.0		17.0		1.0	155.0							Johnny Logan		Sometimes I watch you passing by my window\nAnd sometimes I watch you passing through my dreams\nAnd sometimes, when I look at you\nYou take my breath away\n\nSometimes I try and understand your reasons\nYou choose to feel the way you feel about me\nAnd sometimes, when I turn around\nAnd you're there, like today\nI wanna say:\n\nWhy me?\nI look at you and I get to feeling\nWhy me? (Why me? Ooh...)\nI know it's true but I can't believe it\nI keep on wonderin' why\nMy love shines in your eyes\nWhy me?\nI look at you and I ask myself\nWhy me?\n\nSometimes I lie awake and watch you sleeping\nAnd listen to the beating of your heart\nAnd sometimes, when you're lyin' there\nYou take my breath away\nAnd I wanna say\n\nWhy me?\nI look at you and I get to feeling\nWhy me? (Why me? Ooh...)\nI know it's true but I can't believe that it's me\nWho's gonna be holdin' you in my arms tonight\nAnd why it's me\nWho's gonna be the one to make you feel all right\nTonight\n\nWhy me?\nI look at you and I get to feeling\nWhy me? (Why me? Ooh...)\nI know it's true but I can't believe it\nI keep on wonderin' why\nMy love shines in your eyes\nWhy me?\nI look at you and I ask myself\nWhy me?\n\nWhy me?	https://youtube.com/watch?v=-g7Q7R3SIkI	False	https://open.spotify.com/embed/track/3Y81Q8dLI74Mgi1wbXvscv?utm_source=generator
648	1992	fi	Finland	Pave	Yamma Yamma	23.0		12.0		23.0	4.0							Pave Maijanen	Hector	(Yamma yamma yamma yamma yamma yamma yamma ya...)\n(Yamma yamma yamma yamma yamma yamma yamma ya...)\n\nSiitä aikaa on kun putkiradiota kuunneltiin\nAjatuksissamme tuota laatikkoa muunneltiin\n\nSen sisällä sata oli soittajaa\nNe oli pieniä, eikä niitä nähdä saa\nYammaillaan ja kuunnellaan saundeja vanhan radion\nSe soi kuin stadion vaikka niin snadi on\n\n(Yamma yamma yamma yamma yamma yamma yamma ya...)\n(Yamma yamma yamma yamma yamma yamma yamma ya...)\n\nKun lauloi radiossa Sinatra tai John Lennon\nNoissa tuokioissa siemeniä onnen on\nO o o...\n\n(Yamma yamma yamma yamma yamma yamma yamma ya...)\n(Yamma yamma yamma yamma yamma yamma...)\n\nSen sisällä sata oli soittajaa\nNe oli pieniä, eikä niitä nähdä saa\nYammaillaan ja kuunnellaan saundeja vanhan radion\nSe soi kuin stadion vaikka niin snadi on\n\n(Yamma yamma yamma yamma yamma yamma yamma ya...)\n(Yamma yamma yamma yamma yamma yamma yamma ya...)\n\n(Yamma yamma yamma yamma yamma yamma yamma ya...)\n(Yamma yamma yamma yamma yamma yamma yamma ya...)	https://youtube.com/watch?v=04wdmE1l20k	True	-
649	1993	ie	Ireland	Niamh Kavanagh	In Your Eyes	1.0		14.0		1.0	187.0							Jimmy Walsh		Showing no emotion, my feelings locked inside\nI made myself an island, trying to take my heart and hide\nI built a wall around me, afraid of letting go\nBut suddenly an open door I never saw before\n\nIn your eyes (Your eyes)\nI see the light leading me home again\nIt's heaven in your arms, my love\nMy heart is in your hands\n(Heaven in your arms)\nIn your eyes (Your eyes)\nSeems so right\nI see forever in your smile\nThis woman is a child again\n(In your eyes)\n\nLove's been building bridges between your heart and mine\nI'm safe here on my island, but I'm out on the edge this time\nI built a wall around me, thought I'd save myself the pain\nYour touch swept me away, now I'll never play it safe again\n\nIn your eyes (Your eyes)\nI see the light leading me home again\nIt's heaven in your arms, my love\nMy heart is in your hands\n(Heaven in your arms)\nIn your eyes (Your eyes)\nSeems so right\nI see forever in your smile\nThis woman is a child again\n\nI've never been this close\nHow do I know love will survive?\nI'm walking a tightrope\nHere, in your arms, I'm alive\n\nI'm in your eyes (Your eyes)\nI see the light\nI see forever in your smile\nThis woman is a child again\n\nI'm in your eyes (In your eyes)\n(I see the light leading me home again)\nI see the light, I see the light\n(It's heaven in your arms, my love)\n(My heart is in your hands)\nWhoa...\n(In your eyes, feels so right)\nI see forever in your smile\nThis woman is a child again\nWhen I look in your eyes	https://youtube.com/watch?v=ysLHYx0c80s	False	https://open.spotify.com/embed/track/2nS3jeyYlis2CULAuZKEqN?utm_source=generator
673	1993	be	Belgium	Barbara	Iemand Als Jij	25.0		7.0		25.0	3.0							Marc Vliegen	Tobana	Ik heb nog nooit iemand zo lief gehad\nAl m'n twijfels zijn voorgoed voorbij\nNooit had ik eerder dat fijn gevoel\nJij bent alles wat ik bedoel\n\nIn je ogen zie ik dat hemelsblauw\nEen warm gevoel waar ik van hou\nIk heb nog nooit iemand zo lief gehad\nZo een iemand als jij\n\nWaar ik ook ben, jij zult bij me zijn\nMet jou vind ik steeds de juiste weg\nOh... ik heb nog nooit iemand zo lief gehad\nZo een iemand als jij\n\nJij zult altijd in mijn gedachten zijn\nWat er ook met ons gebeuren mag\nWeet heel zeker dat ik op je wacht\nZelfs in 't midden van de nacht\n\nJij geeft mij vleugels, dat vrije gevoel\nDat is het nu juist wat ik bedoel\nIk heb nog nooit iemand zo lief gehad\nZo een iemand als jij\nZo een iemand als...\n\nIemand als jij	https://youtube.com/watch?v=pIRN5fO-20M	True	-
674	1994	ie	Ireland	Paul Harrington & Charlie McGettigan	Rock 'n' Roll Kids	1.0		3.0		1.0	226.0							Brendan J. Graham		I remember sixty-two\nI was sixteen and so were you\nAnd we lived next door on the avenue\n\nJerry Lee was big and Elvis too\nBlue jeans and blue suede shoes\nAnd we never knew what life held in store\nWe just wanted to rock 'n' roll forever more\n\nWe were the rock 'n' roll kids\nRock 'n' roll was all we did\nAnd listenin' to those songs on the radio\nI was yours and you were mine\nThat was once upon a time\nNow we never seem to rock 'n' roll anymore\n\nNow Johnny's in love with the girl next door\nAnd Mary's down at the record store\nThey don't wanna be around us no more\n\nGolden oldies, but we hardly speak\nToo busy running to a different beat\nHard to understand we were once like them\nHow I wish we could find those rock 'n' roll days again\n\nWe were the rock 'n' roll kids\nRock 'n' roll was all we did\nAnd listenin' to those songs on the radio\nI was yours and you were mine\nThat was once upon a time\nNow we never seem to rock 'n' roll anymore\n\nI was yours and you were mine\nThat was once upon a time\nNow we never seem to rock 'n' roll\nWe just never seem to rock 'n' roll anymore	https://youtube.com/watch?v=429dqUEseTU	False	https://open.spotify.com/embed/track/4qVX2nHuFlVNp6AOVrDBGb?utm_source=generator
698	1994	lt	Lithuania	Ovidijus Vyšniauskas	Lopšinė mylimai	25.0		16.0		25.0	0.0							Ovidijus Vyšniauskas	Gintaras Zdebskis	Tavo lūpos kvepia lietumi\nNuodėmė paliesti jas, išsipildymo meldžiu\nSapnas mano į tave įeis\nLikti tamsoje vienai neleis\n\nMano neliesta styga\nTu man neliesta\nMano sapnas į tave\nLieja svaigų vyną mūsų naktyje\n\nJau ir visi nakties žiedai akis užmerkė\nTik tavo toks gilus dangus\nGėlės kaip ir tu be meilės verkia\nIr sapnuoja tous pačius sapnus\n\nMano neliesta styga\nTu man neliesta\nMano sapnas į tave\nLieja svaigų vyną naktyje\n\nMano neliesta styga\nTu man neliesta\nMano sapnas į tave\nLieja svaigų vyną naktyje	https://youtube.com/watch?v=PWmh95boVZY	True	https://open.spotify.com/embed/track/29DxcGyi0zbn2DvmfktaL5?utm_source=generator
699	1995	no	Norway	Secret Garden	Nocturne	1.0		5.0		1.0	148.0							Rolf Løvland	Petter Skavland	La dagen få sin hvile nå\nOg natten vil våke for den\nNocturne\n\nSelv mørket må en gang forgå\nSå natten kan føde en dag	https://youtube.com/watch?v=6qqOI04uo_c	False	https://open.spotify.com/embed/track/6bk11TH82XrT5QUC1gDw9A?utm_source=generator
721	1995	de	Germany	Stone and Stone	Verliebt In Dich	23.0		3.0		23.0	1.0							Cheyenne Stone		Manchmal, wenn ich ratlos bin\nUnd mein Glaube sich verirrt\nTief in mir die Trauer brennt\nJage nur hinter Träumen her\n\nIst mein Leben endlos leer?\nFinde keinen Frieden mehr\nSehnsucht schreit – Geborgenheit\nDoch Du bist da neben mir\nHey...\n\nKennst du das Gefühl?\nDu bist allein und die Seele friert\nMensch sein ist so schwer\nTraue Deinem Engel tief in Dir\n\nGlaub mir, ich steh zu Dir\nDu allein bist der Grund dafür\nIch fühle Dich nah, so nah bei mir\nFängst alle meine Tränen auf\n\nOh Lord, bin verliebt in Dich\nKann mich nicht wehren, nicht zu erklären\nWas zwischen Himmel und Erde geschieht\nOh Lord, bin verliebt in Dich\nKann mich nicht wehren, nicht zu erklären\nErinnerung bleibt und erzählt von Dir\nAllein Du bist der Grund dafür\n\nAngst, ich lass dich weiter ziehen\nHab dich oft genug erkannt\nIch weiss, mir kann jetzt nichts passieren\nTrage ein Herz voll Licht in mir\n\nStille Nacht, ich traue Dir\nFür mich gibt es keine Zweifel mehr\nKann Dich niemals mehr verlieren\nEin Traum wird wahr, nur mit Dir\n\nOh Lord, bin verliebt in Dich\nKann mich nicht wehren, nicht zu erklären\nWas zwischen Himmel und Erde geschieht\nOh Lord, bin verliebt in Dich\nKann mich nicht wehren, nicht zu erklären\nErinnerung bleibt und erzählt von Dir\nAllein Du bist der Grund dafür\n\nDu kannst meine Seele sehen\nAll das Licht in ihr gehört nur Dir\n\nOh... bin verliebt in Dich\nKann mich nicht wehren, nicht zu erklären\nWas zwischen Himmel und Erde geschieht\nBin so verliebt in Dich (Bin so verliebt in Dich)\nBin so verliebt in Dich (Bin so verliebt...)	https://youtube.com/watch?v=3jGi32Xqg8g	True	-
722	1996	ie	Ireland	Eimear Quinn	The Voice	1.0		17.0		1.0	162.0							Brendan J. Graham		"I hear your voice on the wind\nAnd I hear you call out my name\n\n""Listen my child,"" you say to me\n""I am the voice of your history""\n""Be not afraid, come follow me""\n""Answer my call and I'll set you free""\n\nI am the voice in the wind and the pouring rain\nI am the voice of your hunger and pain\nI am the voice that always is calling you\nI am the voice, I will remain\n\nI am the voice in the fields when the summer's gone\nThe dance of the leaves when the autumn winds blow\nNe'er do I sleep throughout all the cold winter long\nI am the force that in springtime will grow\n\nI am the voice of the past that will always be\nFilled with my sorrows and blood in my fields\nI am the voice of the future\nBring me your peace\nBring me your peace and my wounds, they will heal\n\nI am the voice in the wind and the pouring rain\nI am the voice of your hunger and pain\nI am the voice that always is calling you\nI am the voice\n\nI am the voice of the past that will always be\nI am the voice of your hunger and pain\nI am the voice of the future\nI am the voice\nI am the voice\nI am the voice\nI am the voice"	https://youtube.com/watch?v=JPSZxPGv7dI	False	https://open.spotify.com/embed/track/6SA7BxY6zh5SaxUBp3tCtb?utm_source=generator
744	1996	fi	Finland	Jasmine	Niin Kaunis On Taivas	23.0		18.0		23.0	9.0							Timo Niemi		Niin kaunis on taivas, kaunis on maa\nMe tähtien loisteessa yö kuljetaan\nRannalle kun käsikkäin saavutaan\nLuonas olla tahdon vaan\n\nJoka sekunnin, jonka kanssas olla saan\nJoka minuutin, tunnen yhä varmemmin\nRakkaus ikuinen, kohtalomme yhteinen\nSe uni suloinen, kuin on\n\nNiin kaunis on taivas, kaunis on maa\nMe tähtien loisteessa yö kuljetaan\nRannalle kun käsikkäin saavutaan\nLuonas olla tahdon vaan\n\nJoka sekunnin, jonka luonas olla saan\nJoka minuutin, tunnen yhä paremmin\nVoima tunteiden, meille sykkii rakkauden\nSe uni suloinen kuin on, on\n\nNiin kaunis on taivas, kaunis on maa\nMe tähtien loisteessa yö kuljetaan\nRannalle kun käsikkäin saavutaan\nLuonas olla tahdon vaan\n\nNiin kaunis on taivas, kaunis on maa\nMe tähtien loisteessa yö kuljetaan\nRannalle kun käsikkäin saavutaan\nLuonas olla tahdon vaan\nLuonas olla tahdon vaan\nLuonas olla tahdon vaan	https://youtube.com/watch?v=ix686JwXJik	True	https://open.spotify.com/embed/track/5s1mnyZYPHcxtZVwUQatsh?utm_source=generator
745	1997	gb	United Kingdom	Katrina and The Waves	Love Shine A Light	1.0		24.0		1.0	227.0							Kimberley Rew		Love, shine a light in every corner of my heart\nLet the love light carry, let the love light carry\nLight up the magic in every little part\nLet our love shine a light in every corner of our hearts\n\nLove, shine a light in every corner of my dream\nLet the love light carry, let the love light carry\nLike the mighty river flowin' from the stream\nLet our love shine a light in every corner of my dream\n\nAnd we're all gonna shine a light together\nAll shine a light to light the way\nBrothers and sisters in every little part\nLet our love shine a light in every corner of our hearts\n\nLove, shine a light in every corner of the world\nLet the love light carry, let the love light carry\nLight up the magic for every boy and girl\nLet our love shine a light in every corner of the world\n\nAnd we're all gonna shine a light together\nAll shine a light to light the way\nBrothers and sisters in every little part\nLet our love shine a light in every corner of our hearts\n\nAnd we're all gonna shine a light together\nAll shine a light to light the way\nBrothers and sisters in every little part\nLet our love shine a light in every corner of our hearts\n\nShine a light in every corner of our hearts	https://youtube.com/watch?v=azw4Kh8Rqpw	False	https://open.spotify.com/embed/track/0WdBh2BQOq9U7PMk6sWzMz?utm_source=generator
768	1997	no	Norway	Tor Endresen	San Francisco	24.0		3.0		24.0	0.0							Arne Myksvoll;Tor Endresen	Tor Endresen	"Det føles ennå som det var i går\nDa alle sang: ""Make love, not war ""\nOg hele verden hadde lengre hår\nDet føles som det var i går\n\nDa det å være bror og søster var in\nCalifornia dreamin' \nDe store spørsmål og et åpent sinn\nSvarene was blowin' in the wind \n\nOh... kjærlighetstid i San Francisco\nDrømmen om fred, en ungdoms vår\nIngen gevær, no war, no disco \nKun vakre blomster i ditt hår\n\nDa alle surfet på en god vibrasjon\nOg USA fikk sin man on the moon \nOg Jimi Hendrix spilte ild og pasjon\nI Woodstock for en ny generasjon\n\nYeah... da var det sterkt å være ung og fri\nLivet hadde bedre tid\nOg hele verden hadde lengre hår\nDet føles som det var i går\n\nYeah yeah... kjærlighetstid i San Francisco\nDrømmen om fred, en ungdoms vår\nOoh yeah... ingen gevær, no war, no disco \nKun vakre blomster i ditt hår\n\nOver jorden lød Lennons sang:\n""Love, love, love ""\nMed bud om at kjærlighet gjør alle fri\nOm vi ikke lar den fare forbi\n\nKjærlighetstid i San Fran...\nKjærlighetstid i San Francisco\nDrømmen om fred, en ungdoms vår\nOoh yeah... ingen gevær, no war, no disco \nKun vakre blomster i ditt...\nKun vakre blomster i ditt hår\nOh yeah..."	https://youtube.com/watch?v=HdcwLB2kXFs	True	https://open.spotify.com/embed/track/5YXG7ZXvVAzT7yxT5EUp3C?utm_source=generator
769	1997	pt	Portugal	Célia Lawson	Antes Do Adeus	24.0		15.0		24.0	0.0							Rodrigues Lobato de Faria;Thilo Krassman	Rosa Lobato de Faria;Rosa Maria de Bettencourt	Antes do adeus, a aventura\nAntes do adeus, a loucura\nAntes do adeus, a ternura\nJuras ao luar, e a canção do mar, porque...\n\nAntes do adeus (Tuas trovas, teus lamentos)\nImproviso (Ouvia-se em toda a rua)\nAntes do adeus (Na outra esquina do vento)\nNo sorriso (Na outra face da lua)\n\nAntes do adeus (Os teus sonhos eram meus)\nParaíso (A minha videira tua)\nLemos os sinais (Antes de dizer adeus)\nE até fomos imortais\n\nE à noite um rio, onde o sol se pôs\nMeu corpo, um navio na maré da tua voz\nSons ao desafio, a vibrar por nós\nE a luz da manhã era mágica\n\nAntes do adeus (Devolveste os meus poetas)\nA desfeita (Nos teus olhos vi rancor)\nAntes do adeus (Houve palavras secretas)\nA suspeita (No avesso do amor)\n\nAntes do adeus (Onde escondeste, maldosa)\nImperfeita (Um livro de Saramago)\nA partilha a dois (E um disco do Abrunhosa)\nP'ra lembrar depois, mas...\n\nO azul do céu deixou de ser verdade\nEm cinzas morreu a magia da cidade\nNo meu olhar nasceu a sombra da ansiedade\nE a dor silenciou toda a música\n\nO azul do céu deixou de ser verdade\nEm cinzas morreu a magia da cidade\nNo meu olhar nasceu a sombra da ansiedade\nE a dor silenciou toda a música\n\nDepois do adeus, a saudade	https://youtube.com/watch?v=baz_0VUO4j8	True	https://open.spotify.com/embed/track/7nTUoVkGcpw5XLQm8BXAwb?utm_source=generator
