	year	to_country_id	to_country	performer	song	place_contest	sf_num	running_final	running_sf	place_final	points_final	place_sf	points_sf	points_tele_final	points_jury_final	points_tele_sf	points_jury_sf	composers	lyricists	lyrics	youtube_url	is_last	spotify_links	explanation_correct	explanation_incorrect
497	1986	be	Belgium	Sandra Kim	J'aime La Vie	1.0		13.0		1.0	176.0							Angelo Crisci;Jean-Paul Furnémont	Rosario Marino Atria	Je vois des gens courber le dos\nComme si la vie marquait zéro\nMoi, j'ai quinze ans et je te dis\nWhoa whoa...  j'aime la vie\n(J'aime la vie – la vie, toute la vie)\n\nIl faut y croire, j'ai moi aussi\nDes flashs d'espoir, des insomnies\nMais au total, à l'addition\nJ'aime l'horizon\n\nJ'aime, j'aime la vie\n(Même si c'est une folie)\nJ'aime, j'aime la vie\n(Bravo pour le défi)\nJ'aime, j'aime la vie\nNe m'en veuillez pas\nJe suis née comme ça\nJ'aime, j'aime la vie\n\nWhoa... et tant pis\nS'il pleut un peu beaucoup sur moi\nWhoa whoa... tu es là\n\nDevant Jacques Brel, devant Mozart\nJe m'sens petite, j'ai le cafard\nJe ne suis rien qu'une poussière\nDans cet univers\n(C'est la vie – la vie, toute la vie)\n\nMais dès qu'tu m'aimes, dès qu'tu souris\nMes joies s'enchaînent à l'infini\nY a plus de Brel, plus de Mozart\nMa vie redémarre\n\nJ'aime, j'aime la vie\n(Même si c'est une folie)\nJ'aime, j'aime la vie\n(Bravo pour le défi)\nJ'aime, j'aime la vie\nNe m'en veuillez pas\nJe suis née comme ça\nJ'aime, j'aime la vie\n\nTant pis s'il pleut un peu sur moi\n\nJ'aime, j'aime la vie\n(Même si c'est une folie)\nJ'aime, j'aime la vie\n(Bravo pour le défi)\nJ'aime, j'aime la vie\nNe m'en veuillez pas\nJe suis née comme ça\n\nJ'aime, j'aime la vie\n(Même si c'est une folie)\nJ'aime, j'aime la vie\n(Bravo pour le défi)\nPour les jours qui n'vont pas\nJ'ai un truc à moi\nJe compte sur toi\nJ'aime, j'aime la vie\n\nWhoa... et tant pis\nS'il pleut un peu beaucoup sur moi\nWhoa whoa... la vie – oui, tu es là	https://youtube.com/watch?v=AxWxqisw4_g	False	https://open.spotify.com/embed/track/0Kr57gzJjexm8TF0l0JPLD?utm_source=generator	"The line ""J'aime, j'aime la vie"" in the chorus of the song ""J'aime La Vie"" by Sandra Kim from Belgium suggests a positive and upbeat attitude towards life, which is likely to resonate well with the audience. The lyrics express a message of hope and resilience, encouraging listeners to believe in themselves and embrace life despite its challenges. Additionally, the song's melody and rhythm are catchy and energetic, which can make it appealing to the viewers and potentially lead to a strong performance on stage. Overall, based on these factors, the AI predicts that ""J'aime La Vie"" will be a winner at the Eurovision Song Contest."	"??? - Based on the lyrics and other factors, I predict that the song ""J'aime La Vie"" by Sandra Kim from Belgium will be a loser at the Eurovision Song Contest. The line ""Whoa whoa... tu es là"" did not have a significant influence on my prediction. Rather, my prediction is based on a combination of factors, such as the repetitive and simplistic nature of the lyrics, the dated musical style, and the fact that the song has not had a lasting impact or popularity since its win in 1986."
516	1986	cy	Cyprus	Elpida	Tora Zo	20.0		15.0		20.0	4.0							Peter Yiannakis	Fivos Gavris;Peter Yiannakis	Enas galanos uranos\nKi amudhia hrisi i kardhia mu\nKe mes' ta onira mu\nOla tora yinonde horos\n\nMakrino nisi ksotiko\nPu ehis san krimeno luludhi\nSto kathe su tragudhi\nRythmiko, melodhiko skopo\n\nTora, tora zo, tora mono zo\nZo afta pu zusa sta onira mu\nTora, tora zo, tora mono zo\nTora zo ke s' eho stin kardhia mu\n\nTragudhane hilia pulia\nKi eyine o kosmos fiesta\nT' asteria tora dhes ta\nYinonde olotherma filia\n\nPezi to fengari krifto\nKe horevi pano sto kima\nOla piyenun prima\nSan ena hamoyelo gliko\n\nTora, tora zo, tora mono zo\nZo afta pu zusa sta onira mu\nTora, tora zo, tora mono zo\nTora zo ke s' eho stin kardhia mu\n\nOla, ola, ola yia horo\nMusiki, traguthi ke rythmo\nNana nanana...\nOla, ola, ola yia horo\nMusiki, traguthi ke rythmo\nNana nanana...\n\nTora, tora zo, tora mono zo\nZo afta pu zusa sta onira mu\nTora, tora zo, mono tora zo\nTora zo ke s' eho stin kardhia mu\n\nTora, tora zo, tora mono zo\nZo afta pu zusa sta onira mu\nTora, tora zo, mono, mono zo\nTora zo ke s' eho stin kardhia mu	https://youtube.com/watch?v=w0hVzY3IKxQ	True	?	"Based on the line ""Enas galanos uranos"" in the lyrics of the song ""Tora Zo"" by Elpida from Cyprus, my prediction is that the song will be a loser in the Eurovision song contest. The reason for this prediction is that the line does not contain any particularly strong emotional or thematic content that would resonate with a wide audience. Additionally, the overall tone and melody of the song do not seem to be particularly catchy or memorable. While there are other elements of the song that could potentially be appealing, such as the use of traditional instruments and the upbeat tempo, the lack of a strong and memorable hook in the lyrics makes it less likely to be a winning entry."	"Based on the analysis of the lyrics, the AI predicts that ""Tora Zo"" by Elpida from Cyprus will be a winner at the Eurovision song context. The prediction is largely influenced by the line ""Ola, ola, ola yia horo"", which appears to be a catchy and memorable phrase that can easily engage the audience and encourage them to dance along. Additionally, the song has a lively and upbeat rhythm, with a combination of traditional and modern music elements, which is likely to appeal to a wide audience. The lyrics also contain references to celebration, joy, and love, which are common themes in popular music and can further increase the song's appeal. Based on these factors, the AI has predicted that ""Tora Zo"" has a high chance of winning the Eurovision song context."
517	1987	ie	Ireland	Johnny Logan	Hold Me Now	1.0		20.0		1.0	172.0							Johnny Logan		Don't, don't close your heart to how you feel\nDream, and don't be afraid the dream's not real\nClose your eyes, pretend it's just the two of us again\nMake believe this moment's here to stay\n\nTouch, touch me the way you used to do\nI know tonight could be all I'll have with you\nFrom now on, you'll be with someone else instead of me\nSo tonight, let's fill this memory\nFor the last time\n\nHold me now\nDon't cry, don't say a word\nJust hold me now\nAnd I will know\nThough we're apart\nWe'll always be together\nForever in love\nWhat do you say when words are not enough?\n\nTime, time will be kind once we're apart\nAnd your tears, tears will have no place in your heart\nI wish I... I could say how much I'll miss you when you're gone\nHow my love for you will go on and on and\n\nHold me now\nDon't cry, don't say a word\nJust hold me now\nAnd try to understand that\n\nI hope at last you've found\nWhat you've been searchin' for\nAnd though I won't be there anymore\nI will always love you\n\n(Hold me now)\n(Don't cry) Don't say a word\nJust hold me now\nAnd I will know\nThough we're apart\nWe'll always be together\nForever in love\nWhat do you say when words are not enough?\n\nWhat can I say?\nNow my words are not enough	https://youtube.com/watch?v=M6RjdihLfiA	False	https://open.spotify.com/embed/track/5Ee3eEEutXbUsMYGD2rbTT?utm_source=generator	"Based on the lyrics of ""Hold Me Now"" by Johnny Logan from Ireland, the line ""What you've been searchin' for"" had the biggest influence on my prediction that the song will be a winner at the Eurovision song contest. The lyrics of the song evoke a sense of nostalgia and longing, as the singer sings about holding onto a moment with a loved one who is about to leave. The line ""What you've been searchin' for"" conveys a message of hope and fulfillment, suggesting that the love that the singer and the loved one share is what both of them have been searching for. This emotional message, combined with the powerful and emotional vocals of Johnny Logan, are likely to resonate with the audience and judges, making ""Hold Me Now"" a strong contender to win the competition."	"Based on the given lyrics, my prediction is that ""Hold Me Now"" by Johnny Logan from Ireland will be a loser at the Eurovision Song Contest. The line ""Dream, and don't be afraid the dream's not real"" suggests that the song is a sentimental ballad about a love that has ended or is about to end. The lyrics are focused on nostalgia and longing, with phrases like ""For the last time"" and ""Though we're apart, we'll always be together"" suggesting a sense of finality and loss. Such emotional and nostalgic songs often do not perform well at Eurovision, where upbeat and catchy songs tend to be favored by audiences. Therefore, I predict that ""Hold Me Now"" will not be a crowd-pleaser and will likely receive a low score."
538	1987	tr	Turkey	Seyyal Tanner & Lokomotif	Şarkım sevgi üstüne	22.0		10.0		22.0	0.0							Olcayto Ahmet Tuğsuz		Bir melodi (ve müzik ve) bir melodi\nBir melodi, dostluk, sevgi\n\nLa la la la... la la la la... la la la la la la la la la la...\nLa la la la la la la la la la...\nŞarkım sevgi üstüne\n\nYalan değil benim dünyam\nHayal değil gerçek rüyam\nBütün dünya duysun diye\nŞarkı yazdım üstüne\n\nBenim şarkım sevgi dolu\nBenim şarkım dostluk dolu\nBenim yolum aklın yolu\nYolum sevgi üstüne\n\nBir melodi, bir melodi\nBir melodi, dostluk, sevgi\n\nÖyle güzel, güzel ki hayat\nDünya güzel, dünya rahat\nDostluğunu şarkıma kat\nSöyle sevgi üstüne\n\nBir melodi (ve müzik ve) bir melodi\nBir melodi, dostluk, sevgi\n\nGüle güle, döne döne\nKoy elini el üstüne\nBütün dünya duysun diye\nŞarkım sevgi üstüne\n\nGüle güle, döne döne\nSar kolunu sar belime\nBütün dünya duysun diye\nŞarkım sevgi üstüne\nŞarkım sevgi üstüne\nŞarkım sevgi üstüne	https://youtube.com/watch?v=5F6k4FtDE_Y	True	https://open.spotify.com/embed/track/5sK4jEZuInsC3OUPemKwi8?utm_source=generator	"As an AI model trained on past Eurovision winners and losers, I analyze various aspects of a song, including its title, singer, country of origin, and lyrics, to make a prediction on its potential success. In the case of ""Şarkım sevgi üstüne"" by Seyyal Tanner & Lokomotif from Turkey, the line ""Sar kolunu sar belime"" was a contributing factor to my prediction that the song will be a loser. This line, which means ""Wrap your arms around my waist"" in Turkish, is a romantic phrase that could potentially limit the song's appeal and relevance to a wider audience, and thus reduce its chances of success in the competition. Additionally, the overall simplicity of the song's melody and lyrics may not be enough to captivate the Eurovision audience and judges, further lowering its prospects."	"The line ""Benim şarkım sevgi dolu"" means ""My song is full of love"" in English. This line, along with the overall theme of the song being about love and friendship, suggests that the song has a positive and uplifting message that could resonate with audiences. Additionally, the melody of the song is described as being beautiful and easy to listen to, which further enhances its potential to be a winner at the Eurovision song contest. Therefore, based on these factors, the AI predicts that ""Şarkım sevgi üstüne"" by Seyyal Tanner & Lokomotif from Turkey will be a winner."
539	1988	ch	Switzerland	Céline Dion	Ne Partez Pas Sans Moi	1.0		9.0		1.0	137.0							Atilla Şereftuğ	Nella Martinetti	Vous, qui cherchez l'étoile\nVous, qui vivez un rêve\nVous, héros de l'espace\nAu cœur plus grand que la terre\nVous, donnez-moi ma chance\nEmmenez-moi loin d'ici...\n\nNe partez pas sans moi\nLaissez-moi vous suivre\nVous, qui volez vers d'autres vies\nLaissez-moi vivre\n\nLa plus belle aventure\nLe plus beau voyage\nQui mène un jour\nSur des soleils, sur des planètes\nD'amour\n\nVous, les nouveaux poètes\nVous, les oiseaux magiques\nVous, vous allez peut-être\nTrouver de nouvelles musiques\nVous, donnez-moi ma chance\nJe veux chanter, moi aussi...\n\nNe partez pas sans moi\nLaissez-moi vous suivre\nVous qui volez vers d'autres vies\nLaissez-moi vivre\n\nLe bleu de l'infini\nLa joie d'être libre\nSur des rayons, sur des soleils\nSur des chansons, sur des merveilles\nEt dans un ciel\nD'amour\n\nLe bleu de l'infini\nLa joie d'être libre\nVous qui cherchez une autre vie\nVous qui volez vers l'an deux mille\nNe partez pas sans moi	https://youtube.com/watch?v=7E8vKSS0YwM	False	https://open.spotify.com/embed/track/0Kv4i96E41jbULmUajBYOe?utm_source=generator	"??? - Based on the analysis of the lyrics and other factors, I predict that ""Ne Partez Pas Sans Moi"" by Céline Dion from Switzerland will be a winner at the Eurovision song contest. The line ""Qui mène un jour"" is a part of the chorus and it means ""that leads one day"". This line suggests a theme of hope, adventure, and the pursuit of a brighter future. The song has an uplifting melody, and Céline Dion's powerful vocals are likely to resonate with the audience. Additionally, Céline Dion is an internationally renowned artist, and her previous success in the music industry could also contribute to the song's potential victory. Overall, the combination of the positive lyrics, the strong vocals, and the artist's reputation make me predict that ""Ne Partez Pas Sans Moi"" will be a winning song."	"??? - Based on the lyrics, the line ""Vous, qui cherchez l'étoile"" suggests a theme of searching and longing for something beyond the present, which may not resonate strongly with the audience. Additionally, the overall tone of the song is somewhat melancholic, which may not be as appealing in a competition like Eurovision. While Céline Dion is a well-known and talented singer, these factors may contribute to the prediction that the song will not be a winner."
559	1988	at	Austria	Wilfried	Lisa Mona Lisa	21.0		12.0		21.0	0.0							Klaus Kofler;Ronnie Herboltzheimer;Wilfried Scheutz		Sie schläft bei Tag und tanzt bei Nacht\nIch hör' sie weinen, wenn sie lacht\nUnd sie lacht immer wieder\n\nSie sieht bei Nacht und braucht kein Licht\nSie malt sich Märchen ins Gesicht\nUnd sie lacht, lacht mich nieder\n\nIrgendwann lern' ich dann, sie zu sehen\nIrgendwann fang' ich an\nKann ich hinter ihre Farben seh'n?\n\n(Lisa, Mona Lisa)\n(Lisa, Mona Lisa)\n\nSie lügt, doch sie belügt mich nicht\nSie trägt ihr Leben im Gesicht, und sie lebt\n\nIrgendwo ist sie so schwer zu sehen\nIrgendwo bin ich froh\nManchmal ihre Träume zu verstehen\n\nLisa, Mona Lisa\nLisa, Mona Lisa\n\nLisa, Mona Lisa\nLisa, Mona Lisa\n\nSie taumelt durch die Glitzerstadt\nSucht einen, der ein Lächeln hat für sie\nIrgendwie\n\nUnd irgendwie mag ich sie\nUnd irgendwie lieb' ich sie\nUnd irgendwann werd' ich sie auch versteh'n\n\nWhoa...\nLisa, Mona Lisa\nLisa, Mona Lisa\n\nLisa, Mona Lisa\nLisa, Mona Lisa\n\nLisa, oh Mona Lisa\nLisa, (Mona Lisa)	https://youtube.com/watch?v=1fKcQb3ZEG4	True	https://open.spotify.com/embed/track/71IqQHNYKR2bEa997LBS2o?utm_source=generator	"??? - I'm sorry, but the line ""Whoa..."" is not a part of the lyrics that could have influenced my prediction as it doesn't provide any meaningful information. It seems to be an interjection or an expression of emotion rather than a significant phrase or sentence. However, based on the overall sentiment and meaning of the lyrics, as well as other factors like the title, singer, and country of origin, I predict that ""Lisa Mona Lisa"" by Wilfried from Austria will be a loser in the Eurovision song contest. The lyrics don't convey a clear message, and the melody may not be catchy enough to captivate the audience."	"Based on the line ""Sie malt sich Märchen ins Gesicht"" which means ""She paints fairy tales on her face"", my prediction is that the song has a unique and creative concept that captures the audience's attention. The line suggests a whimsical and imaginative quality to the song that is likely to appeal to Eurovision audiences. Additionally, the use of the name ""Mona Lisa"" in the title is intriguing and may generate curiosity and interest among viewers. Overall, the lyrics convey a sense of mystery and allure that could make the song a potential winner at the Eurovision song contest."
560	1989	yu	Yugoslavia	Riva	Rock Me	1.0		22.0		1.0	137.0							Rajko Dujmić	Stevo Cvikić	Oh... whoa oh oh oh...\n\nOn cijele dane svir'o je na svom klaviru\nOn klasiku je svir'o po notnom papiru\nA svir'o je k'o pijanista – Mozarta, Chopena, Liszta\nJa novu pjesmu našla sam da svira\nWhoa  oh oh oh...\n\nRock me, baby, nije važno šta je\nRock me, baby, samo neka traje\nRock me, baby, ovo je za nervni stres\nWhoa oh oh oh...\n\nRock me, baby, nije važno šta je\nRock me, baby, samo neka traje\nRock me, baby, samo neka je za ples\n\nSad cijele dane čujem zvuk starog klavira\nTu pjesmu što se svira bez notnog papira\nJer klasika je da se sluša i da se njom opija duša\nA ova pjesma svira se za ples\nWhoa oh oh oh...\n\nRock me, baby, nije važno šta je\nRock me, baby, samo neka traje\nRock me, baby, ovo je za nervni stres\nWhoa oh oh oh...\n\nRock me, baby, nije važno šta je\nRock me, baby, samo neka traje\nRock me, baby, samo neka je za ples\nWhoa oh oh oh...\n\nRock me, baby, nije važno šta je\n(Ooh... rock, babe)\nRock me, baby, samo neka traje\n(Ooh... rock, rock, rock)\nRock me, baby, ovo je za nervni stres\n(Ooh... rock, babe)\n(Rock me, baby) Whoa oh oh oh...\n\nRock me, baby, nije važno šta je\n(Ooh... rock, babe)\nRock me, baby, samo neka traje\n(Ooh... rock, rock, rock)\nRock me, baby, samo neka je za ples\n(Ooh... rock, babe)\nSamo neka je za ples\n(Ooh... rock, rock, rock)\nSamo neka je za...\n(Ooh... rock, babe)\nWhoa oh oh oh... ples	https://youtube.com/watch?v=FcxeIpv1Gdk	False	https://open.spotify.com/embed/track/6t8m9JpxoBHrETKYjtrCY3?utm_source=generator	"Based on the lyrics of ""Rock Me"" by Riva from Yugoslavia, my prediction is that it will be a winner at the Eurovision song contest. The lyrics suggest that the song has a catchy and upbeat rhythm that is suitable for dancing and can help relieve stress. The repeated line ""Rock me, baby"" is also indicative of a strong, memorable chorus. However, the line that had the biggest influence on my prediction is ""On cijele dane svir'o je na svom klaviru"" which roughly translates to ""He played on his piano all day long."" This suggests that the song has a strong musical foundation and skilled musicianship, which could appeal to the judges and the audience. Overall, the lyrics and the musical composition of the song seem to be well-constructed and engaging, making it a likely contender for a winning position."	"Based on the lyrics of ""Rock Me"" by Riva from Yugoslavia, the line ""Whoa oh oh oh... ples"" had the biggest influence on my prediction that the song will be a loser. This line is repeated throughout the song and is part of the chorus. The song seems to lack creativity and originality, as the lyrics are very repetitive and simplistic. The focus on just repeating the same phrase over and over again does not demonstrate a lot of artistic merit, and the lyrics overall do not stand out as particularly compelling or innovative. Additionally, the song's melody and rhythm are somewhat monotonous and uninspired, and there is not much variation in the music or vocal performance. Therefore, based on these factors, I predict that ""Rock Me"" by Riva will not be a strong contender in the Eurovision Song Contest."
581	1989	is	Iceland	Daníel Augúst Haraldsson	Það Sem Enginn Sér	22.0		20.0		22.0	0.0							Valgeir Guðjónsson		Lýstu mina leið, lostafulli gamli máni\nÞótt gatan virðist greið er samt ýmislegt sem enginn sér\nVeröldin er full af fólki í leit að hamingjunni\nSem glóir eins og gull í glætunni, ó tungl, frá þér\n\nHorfðu aftur í augun á mér\nHorfðu aftur, ég bíð eftir þér\nHorfðu aftur í augun á mér\nOg þú færð að sjá það sem enginn sér\n\nAllir eiga þrá um eitthvað sem þeir engum segja\nÉg ætla ef ég má að eiga leyndarmál með þér\nLýstu mina leið, ó, þú lostafulli gamli máni\nÞótt gatan virðist greið er samt ýmislegt sem enginn sér\n\nHorfðu aftur í augun á mér\nHorfðu aftur, ég bíð eftir þér\nHorfðu aftur í augun á mér\nOg þú færð að sjá það sem enginn sér\n\nHorfðu aftur í augun á mér\nHorfðu aftur, ég bíð eftir þér\nHorfðu aftur í augun á mér\nOg þú færð að sjá það sem enginn sér	https://youtube.com/watch?v=ymMGcwcaIm8	True	-	"Based on the title, singer, country of origin, and the lyrics of the song ""Það Sem Enginn Sér"" by Daníel Augúst Haraldsson from Iceland, I predict that it will be a loser at the Eurovision song context. The line ""Og þú færð að sjá það sem enginn sér"" (And you get to see what no one sees) is the most influential part of the lyrics that led to this prediction. This line suggests a sense of mystery and secrecy, which may not be well-received by Eurovision audiences who typically prefer more upbeat and energetic performances. Additionally, the Icelandic language may not be familiar or easily understood by many viewers, which could also work against the song's chances of winning."	"Based on the lyrics of the song ""Það Sem Enginn Sér"" by Daníel Augúst Haraldsson from Iceland, my prediction is that it will be a winner at the Eurovision Song Contest. The line ""Og þú færð að sjá það sem enginn sér"" stands out as a key factor in this prediction. The phrase translates to ""And you get to see what no one sees,"" which suggests a sense of mystery and intrigue that could capture the attention of the audience. Additionally, the overall tone of the song is emotional and introspective, which may resonate with the judges and viewers. The singer's vocal performance and the poetic lyrics further add to the potential appeal of the song, making it a strong contender for a winning title."
582	1990	it	Italy	Toto Cutugno	Insieme: 1992	1.0		19.0		1.0	149.0							Salvatore Cutugno		Insieme, unite, unite, Europe\n\nCon te, così lontano e diverso\nCon te, amico che credevo perso\nIo e te, sotto lo stesso sogno\nInsieme, unite, unite, Europe\n\nE per te, donna senza frontiere\nPer te, sotto le stesse bandiere\nIo e te, sotto lo stesso cielo\nInsieme, unite, unite, Europe\n\nSempre più liberi noi\nNon è più un sogno e non sei più da solo\nSempre più in alto noi\nDammi una mano che prendiamo il volo\nL'Europa non è lontana\nC'è una canzone italiana per voi\nInsieme, unite, unite, Europe\n\nPer noi, nel cielo mille violini\nPer noi, amori senza confini\nIo e te, sotto gli stessi ideali, mmm...\nInsieme, unite, unite, Europe\n\nSempre più liberi noi\nNon è più un sogno e noi non siamo più soli\nSempre più uniti noi\nDammi una mano e vedrai che voli\nL'Europa non è lontana\nC'è una canzone italiana per voi\nInsieme, unite, unite, Europe\n\nSempre più liberi noi\n(Sempre più liberi)\nLe nostre stelle, una bandiera sola\nSempre più forti noi\n(Sempre più forti)\nDammi una mano e vedrai si vola\nL'Europa non è lontana\nC'è una canzone italiana per voi\nInsieme, unite, unite, Europe\n\nL'Europa non è lontana\nC'è una canzone italiana per voi\nInsieme, unite, unite, Europe	https://youtube.com/watch?v=enjaeemoBYE	False	https://open.spotify.com/embed/track/44noNMO0iv87Tds7dwcpQU?utm_source=generator	"Based on the song's lyrics, title, singer, and country of origin, as well as my analysis of past Eurovision winners, I predict that ""Insieme: 1992"" by Toto Cutugno from Italy will be a winner at the Eurovision song contest. One of the key reasons for this prediction is the repeated line ""L'Europa non è lontana"" (""Europe is not far away""), which suggests a unifying message of togetherness and cooperation among the European countries. This theme of unity and coming together is often favored by Eurovision voters. Additionally, the lyrics express a sense of optimism and hope, with lines like ""Sempre più liberi noi"" (""We are always freer"") and ""Dammi una mano e vedrai che voli"" (""Give me your hand and you'll see us fly""), which could resonate with viewers and judges alike. Overall, the combination of an uplifting message and a strong performance could make this song a winner at Eurovision."	"Based on the line ""Con te, così lontano e diverso"" which means ""With you, so far and different"", I predict that the song ""Insieme: 1992"" by Toto Cutugno from Italy will be a loser at the Eurovision song context. The lyrics suggest a message of unity and togetherness, which is a common theme in Eurovision songs. However, the line ""so far and different"" may indicate a lack of cohesion and unity among the participating countries, which could detract from the overall message and appeal of the song. Additionally, the lyrics may be perceived as overly sentimental or cheesy, which could further reduce its chances of success in the competition."
602	1990	no	Norway	Ketil Stokkan	Brandenburger Tor	21.0		9.0		21.0	8.0							Ketil Stokkan		En heil verden va' te' stede\nFørr å dele det som skjedde i høst\nVi så menneska gråte av glede\nOg ei grense åpne mot øst\nIngen kunne la vær, alle sammen va' der\nOg fick se (fick se) Brandenburger Tor\n\nHer står vi på Brandenburger Tor\nHånd i hånd som om det va' i går\nDu og æ på Brandenburger Tor\nVi ser Brandenburger Tor\nJa, vi ser Brandenburger Tor\n\nEt heilt folk ville leve\nOg førtelle om sin rike kultur\nVi så sannheta åpent på TV\nFra en bydel gjemt bak en mur\nByen løfta sitt slør, allting ser ut som før\nFørr oss (førr oss), på Brandenburger Tor\n\nHer står vi på Brandenburger Tor\nHånd i hånd som om det va' i går\nDu og æ på Brandenburger Tor\nVi ser Brandenburger Tor\n\nEtter mange lange år\nEn ny vår (ny vår) førr Brandenburger Tor\n\nHer står vi på Brandenburger Tor\nHånd i hånd som om det va' i går\nDu og æ på Brandenburger Tor\nVi ser Brandenburger Tor\n\n(Her står vi på Brandenburger Tor)\nHånd i hånd som om det va' i går\nDu og æ på Brandenburger Tor\nVi ser Brandenburger Tor\n\n(Her står vi på Brandenburger Tor)\nHånd i hånd som om det va' i går\nDu og æ på Brandenburger Tor\nVi ser Brandenburger Tor\nJa, vi ser Brandenburger Tor	https://youtube.com/watch?v=Ip1BpdO9G5Y	True	https://open.spotify.com/embed/track/0HQOUiYrcwv9B1RVd7bZBJ?utm_source=generator	"Based on the provided lyrics, my prediction is that ""Brandenburger Tor"" by Ketil Stokkan from Norway will be a loser at the Eurovision song contest. The line ""Hånd i hånd som om det va' i går"" doesn't convey a strong emotional message that is likely to resonate with the audience. Additionally, the lyrics are quite repetitive and lack a clear and memorable chorus, which are important elements of successful Eurovision songs. Furthermore, the song doesn't seem to have a unique or standout quality that would make it stand out from the other entries in the contest. Overall, these factors lead me to predict that ""Brandenburger Tor"" will not perform well in the competition."	"Based on the lyrics of the song ""Brandenburger Tor"" by Ketil Stokkan from Norway, my prediction is that it will be a winner in the Eurovision song contest. The line ""Vi ser Brandenburger Tor"" (which translates to ""We see Brandenburg Gate"" in English) in particular influenced my prediction, as it is a strong and memorable chorus that resonates with the audience. The song also has a positive and uplifting message about the unification of Germany and the power of people coming together to celebrate their culture and history. Additionally, the title of the song references a well-known landmark in Berlin, which could attract attention and interest from viewers. Overall, these factors make ""Brandenburger Tor"" a strong contender for the Eurovision song contest."
603	1990	fi	Finland	Beat	Fri?	21.0		22.0		21.0	8.0							Janne Engblom;Kim Engblom;Tina Krause	Stina Engblom	Oo yeah...\n\nFri, om jag frågar dig, säger du ej nej\nFrihet har vi väl\nMen, om du frågar mig, vad vår frihet är\nSvarar jag så här:\n\nFri, vem av oss är fri?\nFri att tänka själv, att ärligt och stolt vara den vi är, whoa...\nRädd, rädd att göra fel, fångad i ett spel\nDär de som är lika får leka med, whoa...\n\nSäg, varför dessa krav\nVad gör mig så svag för ditt yttre skal?\nVem ger behoven fart?\nVem gör mig till slav under all reklam?\n\nFri, vem av oss är fri?\nFri att tänka själv, att ärligt och stolt vara den vi är, whoa...\nRädd, rädd att göra fel, fångad i ett spel\nDär de som är lika får leka med, whoa...\n\nWhoa... vem av oss är fri?\nFri att tänka själv, att ärligt och stolt vara den vi är, whoa...\nRädd, rädd att göra fel, fångad i ett spel\nDär de som är lika får leka med, whoa...\n\nFri, vem av oss är fri?\nFri att tänka själv, att ärligt och stolt vara den vi är, whoa...\nRädd, rädd att göra fel, fångad i ett spel\nDär de som är lika får leka med, whoa...\n\nFri?	https://youtube.com/watch?v=7EEw7xAvjjE	True	-	"The line ""Men, om du frågar mig, vad vår frihet är"" suggests that the song is questioning the meaning of freedom and the limitations that society imposes on individuals. The lyrics also touch on feelings of fear and being trapped in a game where only those who are similar can play. These themes may not resonate with the audience and could lead to a lower score in the Eurovision Song Contest. Therefore, based on the lyrics and the overall tone of the song, my prediction is that ""Fri?"" by Beat from Finland will be a loser."	"The line ""Fri, om jag frågar dig, säger du ej nej"" suggests a theme of freedom and self-expression, which is a common and popular theme in Eurovision songs. Additionally, the lyrics also touch on the idea of being true to oneself and breaking free from societal expectations and norms, which can resonate with a wide audience. Furthermore, the title of the song, ""Fri?"", which translates to ""Free?"" in English, also reinforces this theme. All of these factors together make it likely that the song will be well-received by Eurovision audiences and have a good chance of winning."
